filename,age
/content/content/combined_faces_train_augmented/52_239_rot_pos40.jpg,52
/content/content/combined_faces_train_augmented/26_154.jpg,26
/content/content/combined_faces_train_augmented/40_220_rot_neg40.jpg,40
/content/content/combined_faces_train_augmented/30_626_fliplr_rot_neg40.jpg,30
/content/content/combined_faces_train_augmented/60_321_rot_pos20.jpg,60
/content/content/combined_faces_train_augmented/1_914_fliplr_rot_pos20.jpg,1
/content/content/combined_faces_train_augmented/35_939_rot_pos20.jpg,35
/content/content/combined_faces_train_augmented/26_1600_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/26_1102.jpg,26
/content/content/combined_faces_train_augmented/24_218_fliplr_rot_neg20.jpg,24
/content/content/combined_faces_train_augmented/14_204_fliplr_rot_pos40.jpg,14
/content/content/combined_faces_train_augmented/15_304_fliplr_rot_pos20.jpg,15
/content/content/combined_faces_train_augmented/24_420_fliplr_rot_neg40.jpg,24
/content/content/combined_faces_train_augmented/1_1959_rot_neg20.jpg,1
/content/content/combined_faces_train_augmented/33_82.jpg,33
/content/content/combined_faces_train_augmented/21_377_rot_pos40.jpg,21
/content/content/combined_faces_train_augmented/54_82_fliplr_rot_neg40.jpg,54
/content/content/combined_faces_train_augmented/24_931_fliplr_rot_pos40.jpg,24
/content/content/combined_faces_train_augmented/3_313_fliplr.jpg,3
/content/content/combined_faces_train_augmented/49_128_rot_neg20.jpg,49
/content/content/combined_faces_train_augmented/60_236_rot_pos40.jpg,60
/content/content/combined_faces_train_augmented/72_50_rot_pos20.jpg,72
/content/content/combined_faces_train_augmented/24_757_rot_pos20.jpg,24
/content/content/combined_faces_train_augmented/1_1583.jpg,1
/content/content/combined_faces_train_augmented/22_307_fliplr_rot_pos40.jpg,22
/content/content/combined_faces_train_augmented/1_1190.jpg,1
/content/content/combined_faces_train_augmented/45_296_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/40_313_rot_pos40.jpg,40
/content/content/combined_faces_train_augmented/15_151_rot_pos20.jpg,15
/content/content/combined_faces_train_augmented/8_361_rot_neg40.jpg,8
/content/content/combined_faces_train_augmented/31_194_fliplr_rot_neg20.jpg,31
/content/content/combined_faces_train_augmented/30_546_fliplr_rot_neg40.jpg,30
/content/content/combined_faces_train_augmented/26_1570_fliplr.jpg,26
/content/content/combined_faces_train_augmented/2_741.jpg,2
/content/content/combined_faces_train_augmented/40_116_fliplr_rot_neg20.jpg,40
/content/content/combined_faces_train_augmented/54_382_fliplr_rot_neg40.jpg,54
/content/content/combined_faces_train_augmented/52_42_fliplr_rot_neg40.jpg,52
/content/content/combined_faces_train_augmented/88_44_fliplr_rot_pos40.jpg,88
/content/content/combined_faces_train_augmented/30_1.jpg,30
/content/content/combined_faces_train_augmented/60_254_rot_neg20.jpg,60
/content/content/combined_faces_train_augmented/34_371_rot_pos20.jpg,34
/content/content/combined_faces_train_augmented/9_198_fliplr_rot_neg20.jpg,9
/content/content/combined_faces_train_augmented/32_509_fliplr_rot_pos20.jpg,32
/content/content/combined_faces_train_augmented/26_1399_rot_neg40.jpg,26
/content/content/combined_faces_train_augmented/28_53_fliplr_rot_neg20.jpg,28
/content/content/combined_faces_train_augmented/35_985_rot_pos40.jpg,35
/content/content/combined_faces_train_augmented/44_68_rot_pos40.jpg,44
/content/content/combined_faces_train_augmented/26_2405_fliplr_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/59_39_rot_neg20.jpg,59
/content/content/combined_faces_train_augmented/1_1147_rot_pos40.jpg,1
/content/content/combined_faces_train_augmented/26_2063_rot_pos20.jpg,26
/content/content/combined_faces_train_augmented/22_5_fliplr_rot_pos40.jpg,22
/content/content/combined_faces_train_augmented/25_410_rot_pos40.jpg,25
/content/content/combined_faces_train_augmented/18_387_rot_neg20.jpg,18
/content/content/combined_faces_train_augmented/1_1412_fliplr_rot_neg20.jpg,1
/content/content/combined_faces_train_augmented/54_315_fliplr_rot_neg40.jpg,54
/content/content/combined_faces_train_augmented/56_321_rot_neg20.jpg,56
/content/content/combined_faces_train_augmented/27_620.jpg,27
/content/content/combined_faces_train_augmented/1_203_fliplr.jpg,1
/content/content/combined_faces_train_augmented/2_242_fliplr_rot_neg20.jpg,2
/content/content/combined_faces_train_augmented/16_196_fliplr_rot_pos20.jpg,16
/content/content/combined_faces_train_augmented/35_227_rot_pos40.jpg,35
/content/content/combined_faces_train_augmented/40_339_fliplr_rot_neg40.jpg,40
/content/content/combined_faces_train_augmented/56_326.jpg,56
/content/content/combined_faces_train_augmented/45_506_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/9_267_fliplr.jpg,9
/content/content/combined_faces_train_augmented/50_410_fliplr_rot_neg40.jpg,50
/content/content/combined_faces_train_augmented/37_62_fliplr.jpg,37
/content/content/combined_faces_train_augmented/45_516_fliplr_rot_neg20.jpg,45
/content/content/combined_faces_train_augmented/26_380_rot_neg20.jpg,26
/content/content/combined_faces_train_augmented/30_506_fliplr_rot_pos40.jpg,30
/content/content/combined_faces_train_augmented/40_259_fliplr.jpg,40
/content/content/combined_faces_train_augmented/45_356_fliplr_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/36_290_fliplr_rot_pos40.jpg,36
/content/content/combined_faces_train_augmented/59_109_rot_neg40.jpg,59
/content/content/combined_faces_train_augmented/75_214_fliplr.jpg,75
/content/content/combined_faces_train_augmented/68_127_fliplr.jpg,68
/content/content/combined_faces_train_augmented/38_336_rot_neg20.jpg,38
/content/content/combined_faces_train_augmented/36_513_fliplr_rot_neg20.jpg,36
/content/content/combined_faces_train_augmented/40_481_fliplr_rot_neg40.jpg,40
/content/content/combined_faces_train_augmented/26_1874_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/15_128_fliplr_rot_pos40.jpg,15
/content/content/combined_faces_train_augmented/33_9_rot_neg40.jpg,33
/content/content/combined_faces_train_augmented/52_36_fliplr_rot_pos40.jpg,52
/content/content/combined_faces_train_augmented/30_182_rot_neg40.jpg,30
/content/content/combined_faces_train_augmented/24_795_rot_pos20.jpg,24
/content/content/combined_faces_train_augmented/1_2151_rot_neg20.jpg,1
/content/content/combined_faces_train_augmented/54_428_fliplr_rot_pos40.jpg,54
/content/content/combined_faces_train_augmented/1_2092.jpg,1
/content/content/combined_faces_train_augmented/3_172.jpg,3
/content/content/combined_faces_train_augmented/77_10_fliplr_rot_pos40.jpg,77
/content/content/combined_faces_train_augmented/52_255_fliplr_rot_pos20.jpg,52
/content/content/combined_faces_train_augmented/68_38_fliplr_rot_neg40.jpg,68
/content/content/combined_faces_train_augmented/2_686_rot_pos20.jpg,2
/content/content/combined_faces_train_augmented/32_147_rot_pos20.jpg,32
/content/content/combined_faces_train_augmented/25_226_fliplr.jpg,25
/content/content/combined_faces_train_augmented/41_30_fliplr_rot_pos20.jpg,41
/content/content/combined_faces_train_augmented/32_783_fliplr_rot_pos20.jpg,32
/content/content/combined_faces_train_augmented/32_267_fliplr_rot_pos40.jpg,32
/content/content/combined_faces_train_augmented/1_995_fliplr.jpg,1
/content/content/combined_faces_train_augmented/42_11_rot_pos20.jpg,42
/content/content/combined_faces_train_augmented/32_30_rot_pos40.jpg,32
/content/content/combined_faces_train_augmented/40_430_rot_neg40.jpg,40
/content/content/combined_faces_train_augmented/22_289_fliplr.jpg,22
/content/content/combined_faces_train_augmented/24_790_rot_neg20.jpg,24
/content/content/combined_faces_train_augmented/35_473_fliplr_rot_neg20.jpg,35
/content/content/combined_faces_train_augmented/59_35_fliplr_rot_pos20.jpg,59
/content/content/combined_faces_train_augmented/53_79_fliplr.jpg,53
/content/content/combined_faces_train_augmented/2_397_fliplr_rot_neg20.jpg,2
/content/content/combined_faces_train_augmented/54_73_fliplr_rot_neg40.jpg,54
/content/content/combined_faces_train_augmented/16_60_rot_neg20.jpg,16
/content/content/combined_faces_train_augmented/1_877_fliplr.jpg,1
/content/content/combined_faces_train_augmented/29_562_fliplr_rot_neg40.jpg,29
/content/content/combined_faces_train_augmented/45_369_rot_pos40.jpg,45
/content/content/combined_faces_train_augmented/54_368_rot_pos20.jpg,54
/content/content/combined_faces_train_augmented/27_158_fliplr_rot_neg40.jpg,27
/content/content/combined_faces_train_augmented/28_896_fliplr_rot_pos20.jpg,28
/content/content/combined_faces_train_augmented/35_948_rot_neg40.jpg,35
/content/content/combined_faces_train_augmented/12_86_rot_neg20.jpg,12
/content/content/combined_faces_train_augmented/29_195_fliplr_rot_neg20.jpg,29
/content/content/combined_faces_train_augmented/30_679_rot_pos40.jpg,30
/content/content/combined_faces_train_augmented/35_387_rot_neg40.jpg,35
/content/content/combined_faces_train_augmented/17_162_fliplr_rot_pos20.jpg,17
/content/content/combined_faces_train_augmented/26_1757_fliplr.jpg,26
/content/content/combined_faces_train_augmented/56_200_fliplr.jpg,56
/content/content/combined_faces_train_augmented/26_675_rot_pos20.jpg,26
/content/content/combined_faces_train_augmented/36_158_fliplr.jpg,36
/content/content/combined_faces_train_augmented/47_111_rot_neg40.jpg,47
/content/content/combined_faces_train_augmented/65_216_fliplr_rot_pos20.jpg,65
/content/content/combined_faces_train_augmented/96_30_rot_neg40.jpg,96
/content/content/combined_faces_train_augmented/30_216_rot_pos20.jpg,30
/content/content/combined_faces_train_augmented/4_464_rot_pos40.jpg,4
/content/content/combined_faces_train_augmented/4_459_fliplr_rot_neg20.jpg,4
/content/content/combined_faces_train_augmented/24_114_fliplr_rot_pos20.jpg,24
/content/content/combined_faces_train_augmented/10_45_fliplr_rot_pos40.jpg,10
/content/content/combined_faces_train_augmented/51_43_rot_pos40.jpg,51
/content/content/combined_faces_train_augmented/40_384_fliplr_rot_neg40.jpg,40
/content/content/combined_faces_train_augmented/39_189_rot_neg40.jpg,39
/content/content/combined_faces_train_augmented/82_58_fliplr_rot_pos40.jpg,82
/content/content/combined_faces_train_augmented/56_250_fliplr_rot_neg40.jpg,56
/content/content/combined_faces_train_augmented/1_394_rot_pos20.jpg,1
/content/content/combined_faces_train_augmented/45_369_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/39_43.jpg,39
/content/content/combined_faces_train_augmented/26_1290_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/7_53_rot_neg20.jpg,7
/content/content/combined_faces_train_augmented/23_142_fliplr_rot_neg20.jpg,23
/content/content/combined_faces_train_augmented/116_4_rot_pos20.jpg,116
/content/content/combined_faces_train_augmented/15_267_rot_neg40.jpg,15
/content/content/combined_faces_train_augmented/49_70_fliplr.jpg,49
/content/content/combined_faces_train_augmented/50_411.jpg,50
/content/content/combined_faces_train_augmented/35_711_fliplr_rot_neg20.jpg,35
/content/content/combined_faces_train_augmented/31_411.jpg,31
/content/content/combined_faces_train_augmented/29_420_fliplr.jpg,29
/content/content/combined_faces_train_augmented/21_356_rot_pos20.jpg,21
/content/content/combined_faces_train_augmented/31_170_fliplr.jpg,31
/content/content/combined_faces_train_augmented/1_791_fliplr.jpg,1
/content/content/combined_faces_train_augmented/35_586_fliplr_rot_pos20.jpg,35
/content/content/combined_faces_train_augmented/25_352_rot_neg40.jpg,25
/content/content/combined_faces_train_augmented/56_325_fliplr_rot_pos20.jpg,56
/content/content/combined_faces_train_augmented/68_52_rot_pos40.jpg,68
/content/content/combined_faces_train_augmented/5_310_rot_neg40.jpg,5
/content/content/combined_faces_train_augmented/26_797_fliplr_rot_neg40.jpg,26
/content/content/combined_faces_train_augmented/60_322_rot_neg20.jpg,60
/content/content/combined_faces_train_augmented/43_118_rot_neg20.jpg,43
/content/content/combined_faces_train_augmented/8_171_fliplr_rot_neg40.jpg,8
/content/content/combined_faces_train_augmented/37_59_fliplr.jpg,37
/content/content/combined_faces_train_augmented/3_65_fliplr_rot_neg20.jpg,3
/content/content/combined_faces_train_augmented/68_78_fliplr_rot_neg40.jpg,68
/content/content/combined_faces_train_augmented/2_79_rot_neg20.jpg,2
/content/content/combined_faces_train_augmented/46_9_fliplr_rot_neg40.jpg,46
/content/content/combined_faces_train_augmented/33_17_rot_pos20.jpg,33
/content/content/combined_faces_train_augmented/9_263_fliplr_rot_pos40.jpg,9
/content/content/combined_faces_train_augmented/53_301_fliplr.jpg,53
/content/content/combined_faces_train_augmented/1_1387_rot_neg20.jpg,1
/content/content/combined_faces_train_augmented/26_568_fliplr.jpg,26
/content/content/combined_faces_train_augmented/23_434_rot_pos20.jpg,23
/content/content/combined_faces_train_augmented/9_214_fliplr.jpg,9
/content/content/combined_faces_train_augmented/1_2036_fliplr.jpg,1
/content/content/combined_faces_train_augmented/60_419_fliplr_rot_pos20.jpg,60
/content/content/combined_faces_train_augmented/22_274_rot_pos20.jpg,22
/content/content/combined_faces_train_augmented/47_113_rot_pos20.jpg,47
/content/content/combined_faces_train_augmented/79_3_rot_neg40.jpg,79
/content/content/combined_faces_train_augmented/22_210_fliplr_rot_neg20.jpg,22
/content/content/combined_faces_train_augmented/60_375_rot_neg40.jpg,60
/content/content/combined_faces_train_augmented/37_322_fliplr_rot_pos20.jpg,37
/content/content/combined_faces_train_augmented/26_1928_fliplr_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/33_12_fliplr_rot_pos40.jpg,33
/content/content/combined_faces_train_augmented/50_244_rot_neg40.jpg,50
/content/content/combined_faces_train_augmented/24_545_rot_neg20.jpg,24
/content/content/combined_faces_train_augmented/53_335_fliplr_rot_neg40.jpg,53
/content/content/combined_faces_train_augmented/1_577.jpg,1
/content/content/combined_faces_train_augmented/3_114_rot_neg20.jpg,3
/content/content/combined_faces_train_augmented/33_20_fliplr_rot_neg40.jpg,33
/content/content/combined_faces_train_augmented/57_102_rot_pos40.jpg,57
/content/content/combined_faces_train_augmented/45_374_fliplr_rot_neg20.jpg,45
/content/content/combined_faces_train_augmented/24_796_fliplr_rot_pos40.jpg,24
/content/content/combined_faces_train_augmented/4_530_fliplr_rot_neg20.jpg,4
/content/content/combined_faces_train_augmented/88_23_rot_neg20.jpg,88
/content/content/combined_faces_train_augmented/28_795.jpg,28
/content/content/combined_faces_train_augmented/31_286_rot_neg40.jpg,31
/content/content/combined_faces_train_augmented/21_264_rot_neg20.jpg,21
/content/content/combined_faces_train_augmented/39_400_rot_neg40.jpg,39
/content/content/combined_faces_train_augmented/27_512_rot_neg40.jpg,27
/content/content/combined_faces_train_augmented/70_107_rot_pos40.jpg,70
/content/content/combined_faces_train_augmented/15_310_fliplr.jpg,15
/content/content/combined_faces_train_augmented/20_362.jpg,20
/content/content/combined_faces_train_augmented/28_873_rot_pos40.jpg,28
/content/content/combined_faces_train_augmented/35_159_rot_pos40.jpg,35
/content/content/combined_faces_train_augmented/58_130_fliplr_rot_neg40.jpg,58
/content/content/combined_faces_train_augmented/9_72_rot_neg20.jpg,9
/content/content/combined_faces_train_augmented/36_33_rot_neg20.jpg,36
/content/content/combined_faces_train_augmented/81_31_fliplr_rot_neg20.jpg,81
/content/content/combined_faces_train_augmented/15_45.jpg,15
/content/content/combined_faces_train_augmented/61_19_rot_neg40.jpg,61
/content/content/combined_faces_train_augmented/35_124_rot_pos20.jpg,35
/content/content/combined_faces_train_augmented/55_90_rot_neg40.jpg,55
/content/content/combined_faces_train_augmented/35_762_fliplr.jpg,35
/content/content/combined_faces_train_augmented/45_511_fliplr_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/17_26_fliplr_rot_pos20.jpg,17
/content/content/combined_faces_train_augmented/28_408_fliplr_rot_neg40.jpg,28
/content/content/combined_faces_train_augmented/37_106_rot_pos40.jpg,37
/content/content/combined_faces_train_augmented/90_23_fliplr.jpg,90
/content/content/combined_faces_train_augmented/30_37_fliplr_rot_pos20.jpg,30
/content/content/combined_faces_train_augmented/12_123_fliplr_rot_neg20.jpg,12
/content/content/combined_faces_train_augmented/6_210_fliplr_rot_pos20.jpg,6
/content/content/combined_faces_train_augmented/22_363_fliplr_rot_neg40.jpg,22
/content/content/combined_faces_train_augmented/86_26_rot_neg40.jpg,86
/content/content/combined_faces_train_augmented/60_5_rot_neg40.jpg,60
/content/content/combined_faces_train_augmented/29_298_rot_neg20.jpg,29
/content/content/combined_faces_train_augmented/56_275_rot_pos20.jpg,56
/content/content/combined_faces_train_augmented/51_153_rot_pos40.jpg,51
/content/content/combined_faces_train_augmented/24_136_rot_neg40.jpg,24
/content/content/combined_faces_train_augmented/37_56_rot_neg40.jpg,37
/content/content/combined_faces_train_augmented/26_2124_rot_neg20.jpg,26
/content/content/combined_faces_train_augmented/21_103_fliplr_rot_pos40.jpg,21
/content/content/combined_faces_train_augmented/30_829_rot_neg20.jpg,30
/content/content/combined_faces_train_augmented/36_289_fliplr_rot_pos20.jpg,36
/content/content/combined_faces_train_augmented/52_83_fliplr_rot_neg20.jpg,52
/content/content/combined_faces_train_augmented/4_205_fliplr.jpg,4
/content/content/combined_faces_train_augmented/77_41_rot_neg40.jpg,77
/content/content/combined_faces_train_augmented/30_256_rot_pos20.jpg,30
/content/content/combined_faces_train_augmented/2_767_rot_pos20.jpg,2
/content/content/combined_faces_train_augmented/33_54_fliplr_rot_pos20.jpg,33
/content/content/combined_faces_train_augmented/35_629.jpg,35
/content/content/combined_faces_train_augmented/73_42_fliplr_rot_neg40.jpg,73
/content/content/combined_faces_train_augmented/37_339_rot_neg40.jpg,37
/content/content/combined_faces_train_augmented/20_43_fliplr.jpg,20
/content/content/combined_faces_train_augmented/20_58.jpg,20
/content/content/combined_faces_train_augmented/58_118_rot_pos40.jpg,58
/content/content/combined_faces_train_augmented/12_228_fliplr.jpg,12
/content/content/combined_faces_train_augmented/1_1695_fliplr_rot_pos20.jpg,1
/content/content/combined_faces_train_augmented/1_365_rot_pos20.jpg,1
/content/content/combined_faces_train_augmented/30_161_rot_neg20.jpg,30
/content/content/combined_faces_train_augmented/60_372_fliplr_rot_neg40.jpg,60
/content/content/combined_faces_train_augmented/38_218_rot_neg20.jpg,38
/content/content/combined_faces_train_augmented/2_849_rot_pos20.jpg,2
/content/content/combined_faces_train_augmented/18_68_rot_pos40.jpg,18
/content/content/combined_faces_train_augmented/32_239_rot_pos20.jpg,32
/content/content/combined_faces_train_augmented/25_691_fliplr_rot_pos40.jpg,25
/content/content/combined_faces_train_augmented/36_420_rot_neg40.jpg,36
/content/content/combined_faces_train_augmented/23_202_fliplr_rot_neg20.jpg,23
/content/content/combined_faces_train_augmented/1_2226_fliplr_rot_pos40.jpg,1
/content/content/combined_faces_train_augmented/28_692_rot_pos40.jpg,28
/content/content/combined_faces_train_augmented/50_45_fliplr_rot_pos20.jpg,50
/content/content/combined_faces_train_augmented/25_156_fliplr_rot_pos40.jpg,25
/content/content/combined_faces_train_augmented/15_218.jpg,15
/content/content/combined_faces_train_augmented/25_711_fliplr_rot_neg40.jpg,25
/content/content/combined_faces_train_augmented/27_458_fliplr_rot_neg20.jpg,27
/content/content/combined_faces_train_augmented/36_275_rot_pos40.jpg,36
/content/content/combined_faces_train_augmented/34_123_rot_neg20.jpg,34
/content/content/combined_faces_train_augmented/23_493_rot_neg40.jpg,23
/content/content/combined_faces_train_augmented/34_103_fliplr_rot_neg40.jpg,34
/content/content/combined_faces_train_augmented/1_1443.jpg,1
/content/content/combined_faces_train_augmented/37_341_fliplr_rot_neg40.jpg,37
/content/content/combined_faces_train_augmented/25_524_rot_neg40.jpg,25
/content/content/combined_faces_train_augmented/25_722_rot_pos40.jpg,25
/content/content/combined_faces_train_augmented/26_828_fliplr_rot_neg40.jpg,26
/content/content/combined_faces_train_augmented/13_114_rot_neg40.jpg,13
/content/content/combined_faces_train_augmented/5_153_rot_pos40.jpg,5
/content/content/combined_faces_train_augmented/55_184_fliplr_rot_pos40.jpg,55
/content/content/combined_faces_train_augmented/1_1258_rot_neg40.jpg,1
/content/content/combined_faces_train_augmented/27_372_rot_pos40.jpg,27
/content/content/combined_faces_train_augmented/34_420_rot_pos20.jpg,34
/content/content/combined_faces_train_augmented/24_437_rot_pos40.jpg,24
/content/content/combined_faces_train_augmented/38_265_rot_pos40.jpg,38
/content/content/combined_faces_train_augmented/3_431_fliplr_rot_neg40.jpg,3
/content/content/combined_faces_train_augmented/96_26.jpg,96
/content/content/combined_faces_train_augmented/68_133_fliplr_rot_pos20.jpg,68
/content/content/combined_faces_train_augmented/36_540_fliplr.jpg,36
/content/content/combined_faces_train_augmented/1_1512_fliplr.jpg,1
/content/content/combined_faces_train_augmented/21_9_fliplr_rot_neg20.jpg,21
/content/content/combined_faces_train_augmented/29_166_rot_neg40.jpg,29
/content/content/combined_faces_train_augmented/68_23_fliplr.jpg,68
/content/content/combined_faces_train_augmented/32_131_rot_neg20.jpg,32
/content/content/combined_faces_train_augmented/35_22_fliplr_rot_neg20.jpg,35
/content/content/combined_faces_train_augmented/37_69_fliplr_rot_neg20.jpg,37
/content/content/combined_faces_train_augmented/34_477_fliplr_rot_pos20.jpg,34
/content/content/combined_faces_train_augmented/28_906_rot_pos40.jpg,28
/content/content/combined_faces_train_augmented/74_39_fliplr_rot_pos40.jpg,74
/content/content/combined_faces_train_augmented/27_159_fliplr_rot_neg40.jpg,27
/content/content/combined_faces_train_augmented/4_217_fliplr_rot_neg40.jpg,4
/content/content/combined_faces_train_augmented/30_809_rot_pos40.jpg,30
/content/content/combined_faces_train_augmented/2_378_fliplr.jpg,2
/content/content/combined_faces_train_augmented/82_21_fliplr_rot_pos20.jpg,82
/content/content/combined_faces_train_augmented/68_69_fliplr_rot_pos40.jpg,68
/content/content/combined_faces_train_augmented/29_137_fliplr_rot_neg40.jpg,29
/content/content/combined_faces_train_augmented/17_21_rot_pos20.jpg,17
/content/content/combined_faces_train_augmented/3_84_rot_pos40.jpg,3
/content/content/combined_faces_train_augmented/66_17_fliplr_rot_neg20.jpg,66
/content/content/combined_faces_train_augmented/59_123_fliplr_rot_neg20.jpg,59
/content/content/combined_faces_train_augmented/51_63_rot_neg20.jpg,51
/content/content/combined_faces_train_augmented/51_132_fliplr_rot_neg40.jpg,51
/content/content/combined_faces_train_augmented/23_88_rot_pos40.jpg,23
/content/content/combined_faces_train_augmented/35_189_fliplr_rot_neg40.jpg,35
/content/content/combined_faces_train_augmented/52_220_rot_neg20.jpg,52
/content/content/combined_faces_train_augmented/24_920_fliplr_rot_neg40.jpg,24
/content/content/combined_faces_train_augmented/60_224_rot_neg40.jpg,60
/content/content/combined_faces_train_augmented/35_218_fliplr_rot_pos20.jpg,35
/content/content/combined_faces_train_augmented/23_78_fliplr_rot_pos20.jpg,23
/content/content/combined_faces_train_augmented/61_197_fliplr_rot_pos40.jpg,61
/content/content/combined_faces_train_augmented/3_42_fliplr_rot_pos20.jpg,3
/content/content/combined_faces_train_augmented/45_129_rot_pos40.jpg,45
/content/content/combined_faces_train_augmented/27_356_fliplr_rot_pos40.jpg,27
/content/content/combined_faces_train_augmented/80_54_fliplr_rot_neg40.jpg,80
/content/content/combined_faces_train_augmented/1_1024_rot_neg20.jpg,1
/content/content/combined_faces_train_augmented/26_1.jpg,26
/content/content/combined_faces_train_augmented/65_125_fliplr_rot_neg20.jpg,65
/content/content/combined_faces_train_augmented/1_1979_fliplr_rot_neg40.jpg,1
/content/content/combined_faces_train_augmented/10_284_fliplr.jpg,10
/content/content/combined_faces_train_augmented/26_856_rot_neg40.jpg,26
/content/content/combined_faces_train_augmented/45_296_fliplr_rot_neg40.jpg,45
/content/content/combined_faces_train_augmented/37_305_fliplr_rot_neg40.jpg,37
/content/content/combined_faces_train_augmented/19_32_rot_pos20.jpg,19
/content/content/combined_faces_train_augmented/8_123_fliplr_rot_pos20.jpg,8
/content/content/combined_faces_train_augmented/26_2038_rot_pos40.jpg,26
/content/content/combined_faces_train_augmented/85_26_fliplr_rot_pos40.jpg,85
/content/content/combined_faces_train_augmented/73_3_fliplr_rot_pos40.jpg,73
/content/content/combined_faces_train_augmented/9_279_fliplr_rot_pos20.jpg,9
/content/content/combined_faces_train_augmented/29_65_fliplr_rot_neg20.jpg,29
/content/content/combined_faces_train_augmented/34_357_fliplr.jpg,34
/content/content/combined_faces_train_augmented/64_1_rot_neg20.jpg,64
/content/content/combined_faces_train_augmented/24_469.jpg,24
/content/content/combined_faces_train_augmented/2_393_fliplr_rot_neg40.jpg,2
